Path,GVKey,HH Name,Mergent Name,Year,Doctype Confirmed,Name Confirmed,Year Confirmed,Index in missing.csv
./folders\7585_MOTOROLA-SOLUTIONS-INC_1986_1989_2\466450_2.pdf,7585,MOTOROLA SOLUTIONS INC,Motorola Solutions Inc,2005,1988 Annual Report,None,None,NA
./folders\7585_MOTOROLA-SOLUTIONS-INC_1986_1989_2\466449_3.pdf,7585,MOTOROLA SOLUTIONS INC,Motorola Solutions Inc,1998,year's Annual Report .,None,None,NA
./folders\7585_MOTOROLA-SOLUTIONS-INC_1986_1989_2\466448_4.pdf,7585,MOTOROLA SOLUTIONS INC,Motorola Solutions Inc,1996,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1994_2006_1\580074_1.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,2006,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1994_2006_1\584034_2.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,2004,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1994_2006_1\826425_3.pdf,7620,MURPHY OIL CORP,MURPHY OIL CORP *,2002,Annual Report 2002,MURPHY OIL CORPORATION,2002,NA
./folders\7620_MURPHY-OIL-CORP_1994_2006_1\826424_4.pdf,7620,MURPHY OIL CORP,MURPHY OIL CORP *,2001,Annual Report.,Murphy Oil Corporation,2001,NA
./folders\7620_MURPHY-OIL-CORP_1994_2006_1\580470_5.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,1998,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1994_2006_1\227535_6.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,1997,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1994_2006_1\446485_7.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,1996,None,Murphy Oil Corporation,None,NA
./folders\7620_MURPHY-OIL-CORP_1994_2006_1\446484_8.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,1995,None,Murphy Oil Corporation,None,NA
./folders\7620_MURPHY-OIL-CORP_1994_2006_1\446483_9.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,1994,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1989_1993_2\449747_1.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,2006,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1989_1993_2\587229_2.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,2004,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1989_1993_2\449747_3.pdf,7620,MURPHY OIL CORP,MURPHY OIL CORP *,2002,None,Murphy Oil Corporation,None,NA
./folders\7620_MURPHY-OIL-CORP_1989_1993_2\446481_4.pdf,7620,MURPHY OIL CORP,MURPHY OIL CORP *,2001,None,Murphy Oil Corporation,None,NA
./folders\7620_MURPHY-OIL-CORP_1989_1993_2\585974_5.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,1998,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1989_1993_2\446479_6.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,1997,None,Murphy Oil Corporation,None,NA
./folders\7620_MURPHY-OIL-CORP_1989_1993_2\577597_7.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,1996,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1989_1993_2\466476_8.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,1995,None,Murphy Oil Corporation,None,NA
./folders\7620_MURPHY-OIL-CORP_1989_1993_2\609857_9.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,1994,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1982_1988_3\609856_1.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,2006,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1982_1988_3\466474_2.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,2004,None,Murphy Oil Corporation,None,NA
./folders\7620_MURPHY-OIL-CORP_1982_1988_3\609858_3.pdf,7620,MURPHY OIL CORP,MURPHY OIL CORP *,2002,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1982_1988_3\466473_4.pdf,7620,MURPHY OIL CORP,MURPHY OIL CORP *,2001,None,Murphy Oil Corporation,None,NA
./folders\7620_MURPHY-OIL-CORP_1982_1988_3\630677_5.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,1998,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1982_1988_3\466472_6.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,1997,None,Murphy Oil,None,NA
./folders\7620_MURPHY-OIL-CORP_1982_1988_3\630676_7.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,1996,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1982_1988_3\630675_8.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,1995,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1982_1988_3\630674_9.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,1994,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1976_1981_4\630672_1.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,2006,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1976_1981_4\630671_2.pdf,7620,MURPHY OIL CORP,Murphy Oil Corp,2004,None,None,None,NA
./folders\7620_MURPHY-OIL-CORP_1976_1981_4\909078_3.pdf,7620,MURPHY OIL CORP,MURPHY OIL CORP *,2002,None,Murphy Oil Corporation,None,NA
./folders\7620_MURPHY-OIL-CORP_1976_1981_4\609859_4.pdf,7620,MURPHY OIL CORP,MURPHY OIL CORP *,2001,None,None,None,NA
./folders\7637_VIATRIS-INC_1998_2007_1\530536_1.pdf,7637,VIATRIS INC,Viatris Inc,2007,2007 ANNUAL REPORT,None,None,5540
./folders\7637_VIATRIS-INC_1998_2007_1\530537_2.pdf,7637,VIATRIS INC,Viatris Inc,2006,2006 ANNUAL REPORT,None,None,5539
./folders\7637_VIATRIS-INC_1998_2007_1\438193_3.pdf,7637,VIATRIS INC,Viatris Inc,2005,2005 Annual Report,None,None,5538
./folders\7637_VIATRIS-INC_1998_2007_1\421275_4.pdf,7637,VIATRIS INC,Viatris Inc,2004,ANNUAL REPORT 2004,None,None,5537
./folders\7637_VIATRIS-INC_1998_2007_1\376747_5.pdf,7637,VIATRIS INC,Viatris Inc,2003,2003 Annual Report,None,None,5536
./folders\7637_VIATRIS-INC_1998_2007_1\350253_6.pdf,7637,VIATRIS INC,Viatris Inc,2002,None,None,None,5535
./folders\7637_VIATRIS-INC_1998_2007_1\315509_7.pdf,7637,VIATRIS INC,Viatris Inc,2001,None,None,None,5534
./folders\7637_VIATRIS-INC_1998_2007_1\287666_8.pdf,7637,VIATRIS INC,Viatris Inc,2000,None,None,None,5533
./folders\7637_VIATRIS-INC_1998_2007_1\258197_9.pdf,7637,VIATRIS INC,Viatris Inc,1999,None,None,None,5532
./folders\7637_VIATRIS-INC_1996_1997_2\207695_1.pdf,7637,VIATRIS INC,Viatris Inc,2007,None,None,None,NA
./folders\7637_VIATRIS-INC_1996_1997_2\197779_2.pdf,7637,VIATRIS INC,Viatris Inc,2006,None,None,None,NA
./folders\7646_NCH-CORP_1987_2001_1\314419_1.pdf,7646,NCH CORP,NCH Corp.,2001,None,None,None,NA
./folders\7646_NCH-CORP_1987_2001_1\287277_2.pdf,7646,NCH CORP,NCH Corp.,2000,None,None,None,5558
./folders\7646_NCH-CORP_1987_2001_1\258120_3.pdf,7646,NCH CORP,NCH Corp.,1999,None,None,None,5557
./folders\7646_NCH-CORP_1987_2001_1\226556_4.pdf,7646,NCH CORP,NCH Corp.,1998,None,None,None,5556
./folders\7646_NCH-CORP_1987_2001_1\580730_5.pdf,7646,NCH CORP,NCH Corp.,1987,None,None,None,NA
./folders\7648_NCR-CORP_2003_2010_1\680609_1.pdf,7648,NCR CORP,NCR Corp,2010,Annual Report”)). *,None,None,5563
./folders\7648_NCR-CORP_2003_2010_1\680610_2.pdf,7648,NCR CORP,NCR Corp,2008,2008 ANNUAL REPORT,None,None,5561
./folders\7648_NCR-CORP_2003_2010_1\568328_3.pdf,7648,NCR CORP,NCR Corp.,2007,2007 ANNUAL REPORT,None,None,5560
./folders\7648_NCR-CORP_2003_2010_1\530569_4.pdf,7648,NCR CORP,NCR Corp,2007,2007 ANNUAL REPORT,None,None,NA
./folders\7648_NCR-CORP_2003_2010_1\522968_5.pdf,7648,NCR CORP,NCR Corp,2006,None,None,None,NA
./folders\7648_NCR-CORP_2003_2010_1\454827_6.pdf,7648,NCR CORP,NCR Corp,2005,ANNUAL REPORT 2005,None,None,NA
./folders\7648_NCR-CORP_2003_2010_1\454827_7.pdf,7648,NCR CORP,NCR Corp,2005,ANNUAL REPORT 2005,None,None,NA
./folders\7648_NCR-CORP_2003_2010_1\423931_8.pdf,7648,NCR CORP,NCR Corp,2004,ANNUAL REPORT,None,None,NA
./folders\7648_NCR-CORP_2003_2010_1\423931_9.pdf,7648,NCR CORP,NCR Corp,2004,ANNUAL REPORT,None,None,NA
./folders\7648_NCR-CORP_2002_2003_3\421546_1.pdf,7648,NCR CORP,NCR Corp,2010,None,None,None,NA
./folders\7648_NCR-CORP_2002_2003_3\365602_2.pdf,7648,NCR CORP,NCR Corp,2008,annual report 2002,None,None,NA
./folders\7648_NCR-CORP_2002_2003_3\365602_3.pdf,7648,NCR CORP,NCR Corp.,2007,annual report 2002,None,None,NA
./folders\7648_NCR-CORP_2002_2003_3\335302_4.pdf,7648,NCR CORP,NCR Corp,2007,None,None,None,NA
./folders\7648_NCR-CORP_2002_2003_3\335302_5.pdf,7648,NCR CORP,NCR Corp,2006,None,None,None,NA
./folders\7648_NCR-CORP_2002_2003_3\305101_6.pdf,7648,NCR CORP,NCR Corp,2005,None,None,None,NA
./folders\7648_NCR-CORP_2002_2003_3\275806_7.pdf,7648,NCR CORP,NCR Corp,2005,None,None,None,NA
./folders\7648_NCR-CORP_2002_2003_3\243034_8.pdf,7648,NCR CORP,NCR Corp,2004,None,None,None,NA
./folders\7648_NCR-CORP_2002_2003_3\237440_9.pdf,7648,NCR CORP,NCR Corp,2004,None,None,None,NA
./folders\7672_NORTHWEST-AIRLINES-CORP_1996_2000_1\310248_1.pdf,7672,NORTHWEST AIRLINES CORP,Northwest Airlines Corp.,2000,None,None,None,NA
./folders\7672_NORTHWEST-AIRLINES-CORP_1996_2000_1\823079_2.pdf,7672,NORTHWEST AIRLINES CORP,NORTHWEST AIRLINES CORP (NWAC) *,2000,Financial Report,Northwest Airlines,2000,NA
./folders\7672_NORTHWEST-AIRLINES-CORP_1996_2000_1\823077_3.pdf,7672,NORTHWEST AIRLINES CORP,NORTHWEST AIRLINES CORP (NWAC) *,1999,Financial Report,Northwest Airlines,1999,NA
./folders\7672_NORTHWEST-AIRLINES-CORP_1996_2000_1\277521_4.pdf,7672,NORTHWEST AIRLINES CORP,Northwest Airlines Corp.,1999,None,"Northwest Airlines, InL",1999,NA
./folders\7672_NORTHWEST-AIRLINES-CORP_1996_2000_1\823076_5.pdf,7672,NORTHWEST AIRLINES CORP,NORTHWEST AIRLINES CORP (NWAC) *,1998,1998 ANNUAL REP,Northwest Airlines Corporation,1998,NA
./folders\7672_NORTHWEST-AIRLINES-CORP_1996_2000_1\265841_6.pdf,7672,NORTHWEST AIRLINES CORP,Northwest Airlines Corp.,1998,None,Northwest Airlines Corporation,1998,NA
./folders\7672_NORTHWEST-AIRLINES-CORP_1996_2000_1\823075_7.pdf,7672,NORTHWEST AIRLINES CORP,NORTHWEST AIRLINES CORP (NWAC) *,1997,None,Northwest Airlines Coyoration,1997,NA
./folders\7672_NORTHWEST-AIRLINES-CORP_1996_2000_1\303055_8.pdf,7672,NORTHWEST AIRLINES CORP,Northwest Airlines Corp.,1997,Financial Reports,Northwest .A irlines Corporation,1997,NA
./folders\7672_NORTHWEST-AIRLINES-CORP_1996_2000_1\823074_9.pdf,7672,NORTHWEST AIRLINES CORP,NORTHWEST AIRLINES CORP (NWAC) *,1996,None,Northwest Airlines,1996,NA
./folders\7679_NALCO-CHEMICAL-CO_1990_1998_1\253027_1.pdf,7679,NALCO CHEMICAL CO,Nalco Chemical Co.,1998,None,None,None,5583
./folders\7679_NALCO-CHEMICAL-CO_1990_1998_1\218157_2.pdf,7679,NALCO CHEMICAL CO,Nalco Chemical Co.,1997,None,None,None,5582
./folders\7679_NALCO-CHEMICAL-CO_1990_1998_1\199941_3.pdf,7679,NALCO CHEMICAL CO,Nalco Chemical Co.,1996,None,None,None,5581
./folders\7679_NALCO-CHEMICAL-CO_1990_1998_1\609645_4.pdf,7679,NALCO CHEMICAL CO,Nalco Chemical Co.,1996,None,None,None,NA
./folders\7679_NALCO-CHEMICAL-CO_1990_1998_1\609646_5.pdf,7679,NALCO CHEMICAL CO,Nalco Chemical Co.,1995,None,None,None,NA
./folders\7679_NALCO-CHEMICAL-CO_1990_1998_1\609647_6.pdf,7679,NALCO CHEMICAL CO,Nalco Chemical Co.,1994,None,None,None,NA
./folders\7679_NALCO-CHEMICAL-CO_1990_1998_1\609648_7.pdf,7679,NALCO CHEMICAL CO,Nalco Chemical Co.,1993,None,None,None,NA
./folders\7679_NALCO-CHEMICAL-CO_1990_1998_1\609649_8.pdf,7679,NALCO CHEMICAL CO,Nalco Chemical Co.,1992,None,None,None,NA
./folders\7679_NALCO-CHEMICAL-CO_1990_1998_1\609650_9.pdf,7679,NALCO CHEMICAL CO,Nalco Chemical Co.,1991,None,None,None,NA
./folders\7679_NALCO-CHEMICAL-CO_1987_1989_2\609651_1.pdf,7679,NALCO CHEMICAL CO,Nalco Chemical Co.,1998,None,None,None,NA
./folders\7679_NALCO-CHEMICAL-CO_1987_1989_2\609652_2.pdf,7679,NALCO CHEMICAL CO,Nalco Chemical Co.,1997,None,None,None,NA
./folders\7679_NALCO-CHEMICAL-CO_1987_1989_2\609653_3.pdf,7679,NALCO CHEMICAL CO,Nalco Chemical Co.,1996,None,None,None,NA
./folders\7691_NASH-FINCH-CO_1996_2006_1\507915_1.pdf,7691,NASH FINCH CO,Nash Finch Co,2006,None,Nash Finch Company,2006,5586
./folders\7691_NASH-FINCH-CO_1996_2006_1\825555_2.pdf,7691,NASH FINCH CO,NASH FINCH CO *,2000,2000 Annual Report,Nash Finch Company,None,NA
./folders\7691_NASH-FINCH-CO_1996_2006_1\825554_3.pdf,7691,NASH FINCH CO,NASH FINCH CO *,1999,1999 annual report,N AS H FINCH,None,5584
./folders\7691_NASH-FINCH-CO_1996_2006_1\250638_4.pdf,7691,NASH FINCH CO,Nash Finch Co,1999,None,None,None,NA
./folders\7691_NASH-FINCH-CO_1996_2006_1\825553_5.pdf,7691,NASH FINCH CO,NASH FINCH CO *,1998,None,Nash Finch Company:,1998,NA
./folders\7691_NASH-FINCH-CO_1996_2006_1\220674_6.pdf,7691,NASH FINCH CO,Nash Finch Co,1998,None,None,None,NA
./folders\7691_NASH-FINCH-CO_1996_2006_1\825552_7.pdf,7691,NASH FINCH CO,NASH FINCH CO *,1997,None,NASH FINCH COMPANY,1997,NA
./folders\7691_NASH-FINCH-CO_1996_2006_1\825551_8.pdf,7691,NASH FINCH CO,NASH FINCH CO *,1996,1996 ANNUAL REPORT,Nash Finch Company:,1996,NA
./folders\7691_NASH-FINCH-CO_1996_2006_1\207935_9.pdf,7691,NASH FINCH CO,Nash Finch Co,1996,None,None,None,NA
./folders\7692_NASHUA-CORP_1995_2006_1\539273_1.pdf,7692,NASHUA CORP,Nashua Corp,2006,ANNUAL REPORT,None,None,5603
./folders\7692_NASHUA-CORP_1995_2006_1\276465_2.pdf,7692,NASHUA CORP,Nashua Corp,1999,None,None,None,5596
./folders\7692_NASHUA-CORP_1995_2006_1\244238_3.pdf,7692,NASHUA CORP,Nashua Corp,1998,None,None,None,5595
./folders\7692_NASHUA-CORP_1995_2006_1\223038_4.pdf,7692,NASHUA CORP,Nashua Corp,1997,None,None,None,5594
./folders\7692_NASHUA-CORP_1995_2006_1\201062_5.pdf,7692,NASHUA CORP,Nashua Corp,1996,None,None,None,5593
./folders\7692_NASHUA-CORP_1995_2006_1\197764_6.pdf,7692,NASHUA CORP,Nashua Corp,1995,None,None,None,NA
./folders\7711_NATIONAL-CITY-CORP_2001_2002_1\830559_1.pdf,7711,NATIONAL CITY CORP,NATIONAL CITY CORP *,2002,None,None,None,5618
./folders\7711_NATIONAL-CITY-CORP_2001_2002_1\825560_2.pdf,7711,NATIONAL CITY CORP,NATIONAL CITY CORP *,2000,2000 ANNUAL REPORT,National City,2000,5614
./folders\7711_NATIONAL-CITY-CORP_2001_2002_1\825559_3.pdf,7711,NATIONAL CITY CORP,NATIONAL CITY CORP *,1999,None,National City Mortgage,1999,5612
./folders\7711_NATIONAL-CITY-CORP_2001_2002_1\825558_4.pdf,7711,NATIONAL CITY CORP,NATIONAL CITY CORP *,1998,None,National City,1998,5610
./folders\7711_NATIONAL-CITY-CORP_2001_2002_1\228470_5.pdf,7711,NATIONAL CITY CORP,National City Corp,1997,None,None,None,5608
./folders\7711_NATIONAL-CITY-CORP_2001_2002_1\825557_6.pdf,7711,NATIONAL CITY CORP,NATIONAL CITY CORP *,1996,9 6 ANNUAL REPORT,National City®,1996,5606
./folders\7711_NATIONAL-CITY-CORP_2001_2002_1\825556_7.pdf,7711,NATIONAL CITY CORP,NATIONAL CITY CORP *,1995,None,National City,1995,NA
./folders\7711_NATIONAL-CITY-CORP_2001_2002_1\311213_8.pdf,7711,NATIONAL CITY CORP,"City National Bancshares Corp. (Newark, N.J.)",2000,None,None,None,5615
./folders\7711_NATIONAL-CITY-CORP_2001_2002_1\290461_9.pdf,7711,NATIONAL CITY CORP,"City National Bancshares Corp. (Newark, N.J.)",1999,None,None,None,5613
./folders\7711_NATIONAL-CITY-CORP_1998_2000_2\308083_1.pdf,7711,NATIONAL CITY CORP,NATIONAL CITY CORP *,2002,None,None,None,5619
./folders\7711_NATIONAL-CITY-CORP_1998_2000_2\281736_2.pdf,7711,NATIONAL CITY CORP,NATIONAL CITY CORP *,2000,None,None,None,NA
./folders\7711_NATIONAL-CITY-CORP_1998_2000_2\281735_3.pdf,7711,NATIONAL CITY CORP,NATIONAL CITY CORP *,1999,None,None,None,NA
./folders\7711_NATIONAL-CITY-CORP_2001_2002_2\462498_4.pdf,7711,NATIONAL CITY CORP,NATIONAL CITY CORP *,1998,1 991 Annu al Repo rt to,None,None,5611
./folders\7711_NATIONAL-CITY-CORP_2001_2002_2\462497_5.pdf,7711,NATIONAL CITY CORP,National City Corp,1997,1 1)'H I Annual Report,None,None,5609
./folders\7711_NATIONAL-CITY-CORP_2001_2002_2\462496_6.pdf,7711,NATIONAL CITY CORP,NATIONAL CITY CORP *,1996,1989 Annual Report,None,None,5607
./folders\7711_NATIONAL-CITY-CORP_2001_2002_2\462495_7.pdf,7711,NATIONAL CITY CORP,NATIONAL CITY CORP *,1995,None,None,None,NA
./folders\7711_NATIONAL-CITY-CORP_2001_2002_2\462494_8.pdf,7711,NATIONAL CITY CORP,"City National Bancshares Corp. (Newark, N.J.)",2000,None,None,None,NA
./folders\7711_NATIONAL-CITY-CORP_2001_2002_2\462493_9.pdf,7711,NATIONAL CITY CORP,"City National Bancshares Corp. (Newark, N.J.)",1999,None,None,None,NA
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1997_2007_1\507918_1.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,2007,None,National Semiconductor,2007,5667
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1997_2007_1\478869_2.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,2006,None,National semiconductor,2006,5666
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1997_2007_1\441884_3.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,2005,None,National Semiconductor Corporation,2005,5665
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1997_2007_1\409571_4.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,2004,None,National Semiconductor Corporation,2004,5664
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1997_2007_1\393170_5.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,2003,Annual Report Financials,National Semiconductor,2003,5663
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1997_2007_1\357105_6.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,2002,None,National Semiconductor Corporation,2002,5662
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1997_2007_1\295513_7.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,2000,None,None,None,5660
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1997_2007_1\266340_8.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,1999,None,None,None,5659
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1997_2007_1\209461_9.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,1997,None,None,None,5657
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1975_1996_2\578537_1.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,2007,None,None,None,NA
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1975_1996_2\586469_2.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,2006,None,None,None,NA
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1975_1996_2\632814_3.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,2005,None,None,None,NA
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1975_1996_2\580691_4.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,2004,None,None,None,NA
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1975_1996_2\578413_5.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,2003,None,None,None,NA
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1975_1996_2\580969_6.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,2002,None,None,None,NA
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1975_1996_2\578743_7.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,2000,None,None,None,NA
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1975_1996_2\575091_8.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,1999,None,None,None,NA
./folders\7772_NATIONAL-SEMICONDUCTOR-CORP_1975_1996_2\575699_9.pdf,7772,NATIONAL SEMICONDUCTOR CORP,National Semiconductor Corp.,1997,None,None,None,NA
./folders\7875_NEWELL-BRANDS-INC_2001_2014_1\1385243_1.pdf,7875,NEWELL BRANDS INC,Newell Brands Inc,2014,2014 Annual Report,None,None,5704
./folders\7875_NEWELL-BRANDS-INC_2001_2014_1\1385240_2.pdf,7875,NEWELL BRANDS INC,Newell Brands Inc,2013,2013 ANNUAL REPORT,None,None,5703
./folders\7875_NEWELL-BRANDS-INC_2001_2014_1\685964_3.pdf,7875,NEWELL BRANDS INC,Newell Brands Inc,2011,2011 ANNUAL REPORT,None,None,5701
./folders\7875_NEWELL-BRANDS-INC_2001_2014_1\662746_4.pdf,7875,NEWELL BRANDS INC,Newell Brands Inc,2010,2010 ANNUAL REPORT,None,None,5700
./folders\7875_NEWELL-BRANDS-INC_2001_2014_1\621110_5.pdf,7875,NEWELL BRANDS INC,Newell Brands Inc,2009,None,None,None,5699
./folders\7875_NEWELL-BRANDS-INC_2001_2014_1\563336_6.pdf,7875,NEWELL BRANDS INC,Newell Brands Inc,2008,None,None,None,5698
./folders\7875_NEWELL-BRANDS-INC_2001_2014_1\530605_7.pdf,7875,NEWELL BRANDS INC,Newell Brands Inc,2007,None,None,None,5697
./folders\7875_NEWELL-BRANDS-INC_2001_2014_1\507920_8.pdf,7875,NEWELL BRANDS INC,Newell Brands Inc,2006,NANCIAL REPORTING,None,None,5696
./folders\7875_NEWELL-BRANDS-INC_2001_2014_1\641087_9.pdf,7875,NEWELL BRANDS INC,Newell Brands Inc,2005,2005 ANNUAL REPORT,None,None,5695
./folders\7875_NEWELL-BRANDS-INC_1997_2001_2\334597_1.pdf,7875,NEWELL BRANDS INC,Newell Brands Inc,2014,None,None,None,NA
./folders\7875_NEWELL-BRANDS-INC_1997_2001_2\304947_2.pdf,7875,NEWELL BRANDS INC,Newell Brands Inc,2013,None,None,None,NA
./folders\7875_NEWELL-BRANDS-INC_1997_2001_2\276298_3.pdf,7875,NEWELL BRANDS INC,Newell Brands Inc,2011,None,None,None,NA
./folders\7875_NEWELL-BRANDS-INC_1997_2001_2\252433_4.pdf,7875,NEWELL BRANDS INC,Newell Brands Inc,2010,None,None,None,NA
./folders\7875_NEWELL-BRANDS-INC_1997_2001_2\217120_5.pdf,7875,NEWELL BRANDS INC,Newell Brands Inc,2009,None,None,None,NA
./folders\7881_NEWMONT-CORP_2009_2018_1\2236875_1.pdf,7881,NEWMONT CORP,Newmont Corp,2018,None,None,None,5725
./folders\7881_NEWMONT-CORP_2009_2018_1\2198874_2.pdf,7881,NEWMONT CORP,Newmont Corp,2017,None,None,None,5724
./folders\7881_NEWMONT-CORP_2009_2018_1\2198873_3.pdf,7881,NEWMONT CORP,Newmont Corp,2016,None,None,None,5723
./folders\7881_NEWMONT-CORP_2009_2018_1\2198875_4.pdf,7881,NEWMONT CORP,Newmont Corp,2015,None,None,None,5722
./folders\7881_NEWMONT-CORP_2009_2018_1\960757_5.pdf,7881,NEWMONT CORP,Newmont Corp,2014,None,None,None,5721
./folders\7881_NEWMONT-CORP_2009_2018_1\960758_6.pdf,7881,NEWMONT CORP,Newmont Corp,2013,None,None,None,5720
./folders\7881_NEWMONT-CORP_2009_2018_1\719909_7.pdf,7881,NEWMONT CORP,Newmont Corp,2012,(Annual Report),None,None,5719
./folders\7881_NEWMONT-CORP_2009_2018_1\681680_8.pdf,7881,NEWMONT CORP,Newmont Corp,2011,None,None,None,5718
./folders\7881_NEWMONT-CORP_2009_2018_1\960782_9.pdf,7881,NEWMONT CORP,Newmont Corp,2010,None,None,None,5717
./folders\7881_NEWMONT-CORP_1999_2008_2\960785_1.pdf,7881,NEWMONT CORP,Newmont Corp,2018,None,None,None,NA
./folders\7881_NEWMONT-CORP_1999_2008_2\960784_2.pdf,7881,NEWMONT CORP,Newmont Corp,2017,2007 ANNUAL REPORT,None,None,NA
./folders\7881_NEWMONT-CORP_1999_2008_2\524000_3.pdf,7881,NEWMONT CORP,Newmont Corp,2016,None,None,None,NA
./folders\7881_NEWMONT-CORP_1999_2008_2\960778_4.pdf,7881,NEWMONT CORP,Newmont Corp,2015,None,None,None,NA
./folders\7881_NEWMONT-CORP_1999_2008_2\960777_5.pdf,7881,NEWMONT CORP,Newmont Corp,2014,A N N U A L  R E P O R T,None,None,NA
./folders\7881_NEWMONT-CORP_1999_2008_2\960779_6.pdf,7881,NEWMONT CORP,Newmont Corp,2013,None,None,None,NA
./folders\7881_NEWMONT-CORP_1999_2008_2\960802_7.pdf,7881,NEWMONT CORP,Newmont Corp,2012,ANNUAL REPORT 2002,None,None,NA
./folders\7881_NEWMONT-CORP_1999_2008_2\960808_8.pdf,7881,NEWMONT CORP,Newmont Corp,2011,None,None,None,NA
./folders\7881_NEWMONT-CORP_1999_2008_2\305691_9.pdf,7881,NEWMONT CORP,Newmont Corp,2010,Annual Report 2000,None,None,NA
./folders\7881_NEWMONT-CORP_1986_1999_3\277193_1.pdf,7881,NEWMONT CORP,Newmont Corp,2018,None,None,None,NA
