Path,GVKey,HH Name,Mergent Name,Year,Doctype Confirmed,Name Confirmed,Year Confirmed,Index in missing.csv
./folders\14934_DEVON-ENERGY-CORP_1995_1997_5\219851_1.pdf,14934,DEVON ENERGY CORP,Devon Energy Corp.,2018,None,None,None,NA
./folders\14934_DEVON-ENERGY-CORP_1995_1997_5\1032687_2.pdf,14934,DEVON ENERGY CORP,Devon Energy Corp.,2017,1997 Annual Report,DEVON ENERGY CORPORATION,None,NA
./folders\14934_DEVON-ENERGY-CORP_1995_1997_5\207759_3.pdf,14934,DEVON ENERGY CORP,Devon Energy Corp.,2016,None,None,None,NA
./folders\14934_DEVON-ENERGY-CORP_1995_1997_5\1032688_4.pdf,14934,DEVON ENERGY CORP,Devon Energy Corp.,2015,None,Devon Energy Corporation’,None,NA
./folders\15084_BURLINGTON-RESOURCES-INC_1996_2004_1\584053_1.pdf,15084,BURLINGTON RESOURCES INC,Burlington Resources Inc.,2004,None,None,None,NA
./folders\15084_BURLINGTON-RESOURCES-INC_1996_2004_1\583576_2.pdf,15084,BURLINGTON RESOURCES INC,Burlington Resources Inc.,2002,None,None,None,NA
./folders\15084_BURLINGTON-RESOURCES-INC_1996_2004_1\593320_3.pdf,15084,BURLINGTON RESOURCES INC,Burlington Resources Inc.,2001,None,None,None,NA
./folders\15084_BURLINGTON-RESOURCES-INC_1996_2004_1\277413_4.pdf,15084,BURLINGTON RESOURCES INC,Burlington Resources Inc.,1999,None,None,None,NA
./folders\15084_BURLINGTON-RESOURCES-INC_1996_2004_1\827006_5.pdf,15084,BURLINGTON RESOURCES INC,BURLINGTON RESOURCES INC *,1999,None,None,None,NA
./folders\15084_BURLINGTON-RESOURCES-INC_1996_2004_1\241767_6.pdf,15084,BURLINGTON RESOURCES INC,Burlington Resources Inc.,1998,None,None,None,NA
./folders\15084_BURLINGTON-RESOURCES-INC_1996_2004_1\593321_7.pdf,15084,BURLINGTON RESOURCES INC,Burlington Resources Inc.,1998,None,None,None,NA
./folders\15084_BURLINGTON-RESOURCES-INC_1996_2004_1\827005_8.pdf,15084,BURLINGTON RESOURCES INC,BURLINGTON RESOURCES INC *,1998,None,None,None,NA
./folders\15084_BURLINGTON-RESOURCES-INC_1996_2004_1\827004_9.pdf,15084,BURLINGTON RESOURCES INC,BURLINGTON RESOURCES INC *,1997,None,None,None,NA
./folders\15084_BURLINGTON-RESOURCES-INC_1990_1996_2\827003_1.pdf,15084,BURLINGTON RESOURCES INC,Burlington Resources Inc.,2004,None,None,None,NA
./folders\15084_BURLINGTON-RESOURCES-INC_1990_1996_2\586299_2.pdf,15084,BURLINGTON RESOURCES INC,Burlington Resources Inc.,2002,None,None,None,NA
./folders\15084_BURLINGTON-RESOURCES-INC_1990_1996_2\593319_3.pdf,15084,BURLINGTON RESOURCES INC,Burlington Resources Inc.,2001,None,None,None,NA
./folders\15084_BURLINGTON-RESOURCES-INC_1990_1996_2\578293_4.pdf,15084,BURLINGTON RESOURCES INC,Burlington Resources Inc.,1999,None,None,None,NA
./folders\15084_BURLINGTON-RESOURCES-INC_1990_1996_2\587204_5.pdf,15084,BURLINGTON RESOURCES INC,BURLINGTON RESOURCES INC *,1999,None,None,None,NA
./folders\15084_BURLINGTON-RESOURCES-INC_1990_1996_2\584468_6.pdf,15084,BURLINGTON RESOURCES INC,Burlington Resources Inc.,1998,None,None,None,NA
./folders\15106_BECKMAN-COULTER-INC_1997_2006_1\487911_1.pdf,15106,BECKMAN COULTER INC,"Beckman Coulter, Inc.",2006,2006 ANNUAL REPORT,Beckman Coulter’s UniCel®,2006,8684
./folders\15106_BECKMAN-COULTER-INC_1997_2006_1\454611_2.pdf,15106,BECKMAN COULTER INC,"Beckman Coulter, Inc.",2005,None,"Beckman Coulter, Inc",None,8683
./folders\15106_BECKMAN-COULTER-INC_1997_2006_1\421380_3.pdf,15106,BECKMAN COULTER INC,"Beckman Coulter, Inc.",2004,None,"BECKMAN COULTER, INC.",None,8682
./folders\15106_BECKMAN-COULTER-INC_1997_2006_1\402174_4.pdf,15106,BECKMAN COULTER INC,"Beckman Coulter, Inc.",2003,2OO3 Annual Report,"© 2004 Beckman Coulter, Inc.",None,8681
./folders\15106_BECKMAN-COULTER-INC_1997_2006_1\303623_5.pdf,15106,BECKMAN COULTER INC,"Beckman Coulter, Inc.",2000,None,None,None,8678
./folders\15106_BECKMAN-COULTER-INC_1997_2006_1\274585_6.pdf,15106,BECKMAN COULTER INC,"Beckman Coulter, Inc.",1999,None,None,None,8677
./folders\15106_BECKMAN-COULTER-INC_1997_2006_1\241551_7.pdf,15106,BECKMAN COULTER INC,"Beckman Coulter, Inc.",1998,None,None,None,8676
./folders\15106_BECKMAN-COULTER-INC_1997_2006_1\216812_8.pdf,15106,BECKMAN COULTER INC,"Beckman Coulter, Inc.",1997,None,None,None,8675
./folders\15110_LYONDELL-CHEMICAL-CO_1996_2000_1\306524_1.pdf,15110,LYONDELL CHEMICAL CO,Lyondell Chemical Co,2000,None,None,None,NA
./folders\15110_LYONDELL-CHEMICAL-CO_1996_2000_1\825673_2.pdf,15110,LYONDELL CHEMICAL CO,LYONDELL CHEMICAL CO *,2000,2000 ANNUAL REPORT,Lyondell Chemical Company,2000,NA
./folders\15110_LYONDELL-CHEMICAL-CO_1996_2000_1\279574_3.pdf,15110,LYONDELL CHEMICAL CO,Lyondell Chemical Co,1999,None,None,None,NA
./folders\15110_LYONDELL-CHEMICAL-CO_1996_2000_1\826249_4.pdf,15110,LYONDELL CHEMICAL CO,LYONDELL CHEMICAL CO *,1999,1999 Annual Report,Lyondell Chemical Company,1999,NA
./folders\15110_LYONDELL-CHEMICAL-CO_1996_2000_1\250368_5.pdf,15110,LYONDELL CHEMICAL CO,Lyondell Chemical Co,1998,None,None,None,NA
./folders\15110_LYONDELL-CHEMICAL-CO_1996_2000_1\825672_6.pdf,15110,LYONDELL CHEMICAL CO,LYONDELL CHEMICAL CO *,1998,1998 Annual Report,Lyondell Chemical Company,None,NA
./folders\15110_LYONDELL-CHEMICAL-CO_1996_2000_1\219672_7.pdf,15110,LYONDELL CHEMICAL CO,Lyondell Chemical Co,1997,None,None,None,8690
./folders\15110_LYONDELL-CHEMICAL-CO_1996_2000_1\825671_8.pdf,15110,LYONDELL CHEMICAL CO,LYONDELL CHEMICAL CO *,1997,None,LYONDELL PETROCHEMICAL COMPANY,1997,NA
./folders\15110_LYONDELL-CHEMICAL-CO_1996_2000_1\200342_9.pdf,15110,LYONDELL CHEMICAL CO,Lyondell Chemical Co,1996,None,None,None,8689
./folders\15110_LYONDELL-CHEMICAL-CO_1996_2000_2\825669_1.pdf,15110,LYONDELL CHEMICAL CO,Lyondell Chemical Co,2000,None,LYONDELL PETROCHEMICAL COMPANY,2000,NA
./folders\15247_VALERO-ENERGY-CORP_2009_2018_1\2241039_1.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2018,None,VALERO ENERGY CORPORATION,2018,NA
./folders\15247_VALERO-ENERGY-CORP_2009_2018_1\2203491_2.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2017,None,VALERO ENERGY CORPORATION,2017,NA
./folders\15247_VALERO-ENERGY-CORP_2009_2018_1\2203490_3.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2016,None,VALERO ENERGY CORPORATION,2016,NA
./folders\15247_VALERO-ENERGY-CORP_2009_2018_1\2203489_4.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2015,None,VALERO ENERGY CORP/TX - VLO,2015,NA
./folders\15247_VALERO-ENERGY-CORP_2009_2018_1\2203492_5.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2014,None,VALERO ENERGY CORP/TX - VLO,2014,NA
./folders\15247_VALERO-ENERGY-CORP_2009_2018_1\2203493_6.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2013,None,VALERO ENERGY CORPORATION,2013,NA
./folders\15247_VALERO-ENERGY-CORP_2009_2018_1\1054796_7.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2012,None,VALERO ENERGY CORPORATION,2012,NA
./folders\15247_VALERO-ENERGY-CORP_2009_2018_1\1054805_8.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2011,None,VALERO ENERGY CORPORATION,2011,NA
./folders\15247_VALERO-ENERGY-CORP_2009_2018_1\1054804_9.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2010,None,VALERO ENERGY CORPORATION,2010,NA
./folders\15247_VALERO-ENERGY-CORP_1999_2008_2\1054806_1.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2018,SUMMARY ANNUAL REPORT,Valero Energy Corporation,2018,NA
./folders\15247_VALERO-ENERGY-CORP_1999_2008_2\1054807_2.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2017,SUMMARY ANNUAL REPORT,Valero Energy Corporation’s,None,NA
./folders\15247_VALERO-ENERGY-CORP_1999_2008_2\1054850_3.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2016,None,Valero Energy,None,NA
./folders\15247_VALERO-ENERGY-CORP_1999_2008_2\1054853_4.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2015,None,Valero Energy Corporation,2015,NA
./folders\15247_VALERO-ENERGY-CORP_1999_2008_2\1054856_5.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2014,Summar y Annual Repor t,VALERO ENERGY CORPORATION,2014,NA
./folders\15247_VALERO-ENERGY-CORP_1999_2008_2\1054855_6.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2013,None,VALERO ENERGY CORPORATION,2013,NA
./folders\15247_VALERO-ENERGY-CORP_1999_2008_2\1054854_7.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2012,ANNUAL REPORT,VALERO ENERGY CORPORATION,2012,NA
./folders\15247_VALERO-ENERGY-CORP_1999_2008_2\577970_8.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2011,None,None,None,NA
./folders\15247_VALERO-ENERGY-CORP_1999_2008_2\1054823_9.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2010,None,Valero Energy Corporation,2010,NA
./folders\15247_VALERO-ENERGY-CORP_1986_1999_3\613096_1.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2018,None,None,None,NA
./folders\15247_VALERO-ENERGY-CORP_1986_1999_3\1054829_2.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2017,Summary Annual Report,VALERO ENERGY CORPORATION,None,NA
./folders\15247_VALERO-ENERGY-CORP_1986_1999_3\578621_3.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2016,None,None,None,NA
./folders\15247_VALERO-ENERGY-CORP_1986_1999_3\578570_4.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2015,None,None,None,NA
./folders\15247_VALERO-ENERGY-CORP_1986_1999_3\585845_5.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2014,None,None,None,NA
./folders\15247_VALERO-ENERGY-CORP_1986_1999_3\613089_6.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2013,None,None,None,NA
./folders\15247_VALERO-ENERGY-CORP_1986_1999_3\613090_7.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2012,None,None,None,NA
./folders\15247_VALERO-ENERGY-CORP_1986_1999_3\613095_8.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2011,None,None,None,NA
./folders\15247_VALERO-ENERGY-CORP_1986_1999_3\613086_9.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2010,None,None,None,NA
./folders\15247_VALERO-ENERGY-CORP_1985_1985_4\613088_1.pdf,15247,VALERO ENERGY CORP,Valero Energy Corp,2018,None,None,None,NA
./folders\15274_WALTER-ENERGY-INC_2005_2014_1\1055583_1.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2014,None,"WALTER ENERGY, INC.",2014,8701
./folders\15274_WALTER-ENERGY-INC_2005_2014_1\1055582_2.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2013,None,None,None,8700
./folders\15274_WALTER-ENERGY-INC_2005_2014_1\721396_3.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2012,None,"WALTER ENERGY, INC.",2012,8699
./folders\15274_WALTER-ENERGY-INC_2005_2014_1\1055585_4.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2011,None,"WALTER ENERGY, INC.",2011,8698
./folders\15274_WALTER-ENERGY-INC_2005_2014_1\644356_5.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2010,None,"WALTER ENERGY, INC.",2010,NA
./folders\15274_WALTER-ENERGY-INC_2005_2014_1\640359_6.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2009,None,"Walter Energy, Inc. (WLT)",2009,NA
./folders\15274_WALTER-ENERGY-INC_2005_2014_1\1055584_7.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2008,2oo7 Annual Report,None,None,NA
./folders\15274_WALTER-ENERGY-INC_2005_2014_1\1055578_8.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2007,2OO7 ANNUAL REPORT,None,None,NA
./folders\15274_WALTER-ENERGY-INC_2005_2014_1\1055577_9.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2006,ANNUAL REPORT,None,None,NA
./folders\15274_WALTER-ENERGY-INC_1996_2004_2\1055581_1.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2014,annual report,None,None,NA
./folders\15274_WALTER-ENERGY-INC_1996_2004_2\1055580_2.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2013,2003 Annual Report,None,None,NA
./folders\15274_WALTER-ENERGY-INC_1996_2004_2\1055579_3.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2012,2002 ANNUAL REPORT,None,None,NA
./folders\15274_WALTER-ENERGY-INC_1996_2004_2\1055594_4.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2011,None,None,None,NA
./folders\15274_WALTER-ENERGY-INC_1996_2004_2\1055595_5.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2010,2000 Annual Report,None,None,NA
./folders\15274_WALTER-ENERGY-INC_1996_2004_2\263069_6.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2009,None,None,None,NA
./folders\15274_WALTER-ENERGY-INC_1996_2004_2\1055593_7.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2008,None,None,None,NA
./folders\15274_WALTER-ENERGY-INC_1996_2004_2\231048_8.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2007,None,None,None,NA
./folders\15274_WALTER-ENERGY-INC_1996_2004_2\244544_9.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2006,None,None,None,NA
./folders\15274_WALTER-ENERGY-INC_1994_1995_3\1055592_1.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2014,None,None,None,NA
./folders\15274_WALTER-ENERGY-INC_1994_1995_3\1055606_2.pdf,15274,WALTER ENERGY INC,"Walter Energy, Inc.",2013,Annual Report 1995,None,None,NA
./folders\15343_MUELLER-INDUSTRIES_1997_2010_1\680546_1.pdf,15343,MUELLER INDUSTRIES,Mueller Industries Inc,2010,annual report 2010,"Mueller Industries, Inc­",2010,8716
./folders\15343_MUELLER-INDUSTRIES_1997_2010_1\641157_2.pdf,15343,MUELLER INDUSTRIES,Mueller Industries Inc,2009,annual report,"Mueller Industries, Inc­",2009,8715
./folders\15343_MUELLER-INDUSTRIES_1997_2010_1\455214_3.pdf,15343,MUELLER INDUSTRIES,Mueller Industries Inc,2005,2005 Annual Report,"Mueller Industries, Inc.",2005,8711
./folders\15343_MUELLER-INDUSTRIES_1997_2010_1\368957_4.pdf,15343,MUELLER INDUSTRIES,Mueller Industries Inc,2002,None,"Mueller Industries, Inc.",2002,8708
./folders\15343_MUELLER-INDUSTRIES_1997_2010_1\335369_5.pdf,15343,MUELLER INDUSTRIES,Mueller Industries Inc,2001,None,None,None,8707
./folders\15343_MUELLER-INDUSTRIES_1997_2010_1\277402_6.pdf,15343,MUELLER INDUSTRIES,Mueller Industries Inc,1999,None,None,None,8705
./folders\15343_MUELLER-INDUSTRIES_1997_2010_1\242210_7.pdf,15343,MUELLER INDUSTRIES,Mueller Industries Inc,1998,None,None,None,8704
./folders\15343_MUELLER-INDUSTRIES_1997_2010_1\219369_8.pdf,15343,MUELLER INDUSTRIES,Mueller Industries Inc,1997,None,None,None,8703
./folders\15426_MORTON-INTERNATIONAL-INC_1994_1998_1\830842_1.pdf,15426,MORTON INTERNATIONAL INC,MORTON INTERNATIONAL INC *,1998,None,None,None,8730
./folders\15426_MORTON-INTERNATIONAL-INC_1994_1998_1\232187_2.pdf,15426,MORTON INTERNATIONAL INC,"Morton International, Inc.",1998,None,None,None,NA
./folders\15426_MORTON-INTERNATIONAL-INC_1994_1998_1\830841_3.pdf,15426,MORTON INTERNATIONAL INC,MORTON INTERNATIONAL INC *,1997,None,None,None,8729
./folders\15426_MORTON-INTERNATIONAL-INC_1994_1998_1\209758_4.pdf,15426,MORTON INTERNATIONAL INC,"Morton International, Inc.",1997,None,None,None,NA
./folders\15426_MORTON-INTERNATIONAL-INC_1994_1998_1\830840_5.pdf,15426,MORTON INTERNATIONAL INC,MORTON INTERNATIONAL INC *,1996,None,None,None,8728
./folders\15426_MORTON-INTERNATIONAL-INC_1994_1998_1\197976_6.pdf,15426,MORTON INTERNATIONAL INC,"Morton International, Inc. (Old)",1996,None,None,None,NA
./folders\15426_MORTON-INTERNATIONAL-INC_1994_1998_1\209537_7.pdf,15426,MORTON INTERNATIONAL INC,"Morton International, Inc.",1996,None,None,None,NA
./folders\15426_MORTON-INTERNATIONAL-INC_1994_1998_1\830839_8.pdf,15426,MORTON INTERNATIONAL INC,MORTON INTERNATIONAL INC *,1995,None,None,None,NA
./folders\15426_MORTON-INTERNATIONAL-INC_1994_1998_1\466418_9.pdf,15426,MORTON INTERNATIONAL INC,"Morton International, Inc.",1995,Annual Report 1995,Morton International,1995,NA
./folders\15426_MORTON-INTERNATIONAL-INC_1992_1994_2\466417_1.pdf,15426,MORTON INTERNATIONAL INC,MORTON INTERNATIONAL INC *,1998,None,"M orton In t erna tion al, I .",None,NA
./folders\15426_MORTON-INTERNATIONAL-INC_1992_1994_2\466416_2.pdf,15426,MORTON INTERNATIONAL INC,"Morton International, Inc.",1998,1993 Annual Report,Morton In terna t io n a l . Inc .,None,NA
./folders\15426_MORTON-INTERNATIONAL-INC_1992_1994_2\466415_3.pdf,15426,MORTON INTERNATIONAL INC,MORTON INTERNATIONAL INC *,1997,None,Morton International,None,NA
./folders\15459_TREDEGAR-CORP_1996_2013_1\1463114_1.pdf,15459,TREDEGAR CORP,Tredegar Corp.,2013,None,None,None,NA
./folders\15459_TREDEGAR-CORP_1996_2013_1\538327_2.pdf,15459,TREDEGAR CORP,Tredegar Corp.,2007,2007 Annual Report,None,None,NA
./folders\15459_TREDEGAR-CORP_1996_2013_1\216622_3.pdf,15459,TREDEGAR CORP,Tredegar Corp.,1997,None,None,None,NA
./folders\15459_TREDEGAR-CORP_1996_2013_1\216527_4.pdf,15459,TREDEGAR CORP,Tredegar Corp.,1996,None,None,None,NA
./folders\15521_STAPLES-INC_2007_2016_1\1676961_1.pdf,15521,STAPLES INC,Staples Inc,2016,None,"STAPLES, INC.",2016,8754
./folders\15521_STAPLES-INC_2007_2016_1\1676973_2.pdf,15521,STAPLES INC,Staples Inc,2015,None,"STAPLES, INC.",2015,8753
./folders\15521_STAPLES-INC_2007_2016_1\1676975_3.pdf,15521,STAPLES INC,Staples Inc,2014,None,"STAPLES, INC.",2014,8752
./folders\15521_STAPLES-INC_2007_2016_1\1676970_4.pdf,15521,STAPLES INC,Staples Inc,2013,2012 Annual Report,"STAPLES, INC.",2013,8751
./folders\15521_STAPLES-INC_2007_2016_1\1676958_5.pdf,15521,STAPLES INC,Staples Inc,2012,Annual Report,"STAPLES, INC.",2012,8750
./folders\15521_STAPLES-INC_2007_2016_1\1676956_6.pdf,15521,STAPLES INC,Staples Inc,2011,2010 Annual Report,"STAPLES, INC.",2011,8749
./folders\15521_STAPLES-INC_2007_2016_1\1676959_7.pdf,15521,STAPLES INC,Staples Inc,2010,None,"STAPLES, INC.",2010,8748
./folders\15521_STAPLES-INC_2007_2016_1\1434655_8.pdf,15521,STAPLES INC,Staples Inc,2009,Annual Report,"STAPLES, INC.",2009,8747
./folders\15521_STAPLES-INC_2007_2016_1\1676969_9.pdf,15521,STAPLES INC,Staples Inc,2008,None,"STAPLES, INC.",2008,8746
./folders\15521_STAPLES-INC_1999_2006_2\1676966_1.pdf,15521,STAPLES INC,Staples Inc,2016,None,"STAPLES, INC.",None,NA
./folders\15521_STAPLES-INC_1999_2006_2\1676957_2.pdf,15521,STAPLES INC,Staples Inc,2015,None,"STAPLES, INC.",None,NA
./folders\15521_STAPLES-INC_1999_2006_2\1676960_3.pdf,15521,STAPLES INC,Staples Inc,2014,2003 Annual Report,"STAPLES, INC.",None,NA
./folders\15521_STAPLES-INC_1999_2006_2\1676974_4.pdf,15521,STAPLES INC,Staples Inc,2013,None,"STAPLES, INC.",None,NA
./folders\15521_STAPLES-INC_1999_2006_2\1676972_5.pdf,15521,STAPLES INC,Staples Inc,2012,None,"STAPLES, INC.",None,NA
./folders\15521_STAPLES-INC_1999_2006_2\826469_6.pdf,15521,STAPLES INC,Staples Inc,2011,None,"STAPLES, INC.",None,NA
./folders\15521_STAPLES-INC_1999_2006_2\1676968_7.pdf,15521,STAPLES INC,Staples Inc,2010,None,"STAPLES, INC.",None,NA
./folders\15521_STAPLES-INC_1999_2006_2\826468_8.pdf,15521,STAPLES INC,Staples Inc,2009,None,STAPLES INC.,None,NA
./folders\15521_STAPLES-INC_1999_2006_2\1676965_9.pdf,15521,STAPLES INC,Staples Inc,2008,None,"STAPLES, INC.",None,NA
./folders\15521_STAPLES-INC_1989_1999_3\256820_1.pdf,15521,STAPLES INC,Staples Inc,2016,None,None,None,NA
./folders\15521_STAPLES-INC_1989_1999_3\1676962_2.pdf,15521,STAPLES INC,Staples Inc,2015,None,"Staples, Inc.",None,NA
./folders\15521_STAPLES-INC_1989_1999_3\826466_3.pdf,15521,STAPLES INC,Staples Inc,2014,None,"Staples, Inc.",None,NA
./folders\15521_STAPLES-INC_1989_1999_3\235194_4.pdf,15521,STAPLES INC,Staples Inc,2013,None,None,None,NA
./folders\15521_STAPLES-INC_1989_1999_3\1676963_5.pdf,15521,STAPLES INC,Staples Inc,2012,Annual Report 1997,Staples Direct,None,NA
./folders\15521_STAPLES-INC_1989_1999_3\207730_6.pdf,15521,STAPLES INC,Staples Inc,2011,None,None,None,NA
./folders\15521_STAPLES-INC_1989_1999_3\579173_7.pdf,15521,STAPLES INC,Staples Inc,2010,None,None,None,NA
./folders\15521_STAPLES-INC_1989_1999_3\1676964_8.pdf,15521,STAPLES INC,Staples Inc,2009,Annual Report 1997,Staples Direct,None,NA
./folders\15521_STAPLES-INC_1989_1999_3\576760_9.pdf,15521,STAPLES INC,Staples Inc,2008,None,None,None,NA
./folders\15708_ALLERGAN-INC_1990_2011_1\685704_1.pdf,15708,ALLERGAN INC,"Allergan, Inc",2011,2011 ANNUAL REPORT,ALLERGAN,2011,8770
./folders\15708_ALLERGAN-INC_1990_2011_1\645328_2.pdf,15708,ALLERGAN INC,"Allergan, Inc",2010,A N N U A L R E P O R T,"Allergan, Inc.",2010,8769
./folders\15708_ALLERGAN-INC_1990_2011_1\242884_3.pdf,15708,ALLERGAN INC,"Allergan, Inc",1997,None,None,None,8756
./folders\15708_ALLERGAN-INC_1990_2011_1\200057_4.pdf,15708,ALLERGAN INC,"Allergan, Inc",1996,None,None,None,8755
./folders\15708_ALLERGAN-INC_1990_2011_1\586015_5.pdf,15708,ALLERGAN INC,"Allergan, Inc",1991,None,None,None,NA
./folders\15708_ALLERGAN-INC_1990_2011_1\576711_6.pdf,15708,ALLERGAN INC,"Allergan, Inc",1990,None,None,None,NA
./folders\16101_ABBVIE-INC_2012_2015_1\1557029_1.pdf,16101,ABBVIE INC,AbbVie Inc,2015,None,AbbVie Inc.,None,8779
./folders\16101_ABBVIE-INC_2012_2015_1\1375731_2.pdf,16101,ABBVIE INC,AbbVie Inc,2014,2014 annual report,AbbVie Inc.,2014,8778
./folders\16101_ABBVIE-INC_2012_2015_1\1375732_3.pdf,16101,ABBVIE INC,AbbVie Inc,2013,2013 annual report,AbbVie Inc.,2013,8777
./folders\16101_ABBVIE-INC_2012_2015_1\1375730_4.pdf,16101,ABBVIE INC,AbbVie Inc,2012,This Annual Report on,AbbVie Inc.,2012,8776
./folders\16476_LEVI-STRAUSS-&-CO_1973_2001_1\826163_1.pdf,16476,LEVI STRAUSS & CO,LEVI STRAUSS & CO *,2001,ANNUAL FINANCIAL REPORT,LEVI STRAUSS & CO.,2001,8791
./folders\16476_LEVI-STRAUSS-&-CO_1973_2001_1\581025_2.pdf,16476,LEVI STRAUSS & CO,Levi Strauss & Co.,1983,None,None,None,NA
./folders\16476_LEVI-STRAUSS-&-CO_1973_2001_1\583077_3.pdf,16476,LEVI STRAUSS & CO,Levi Strauss & Co.,1982,None,None,None,NA
./folders\16476_LEVI-STRAUSS-&-CO_1973_2001_1\575678_4.pdf,16476,LEVI STRAUSS & CO,Levi Strauss & Co.,1974,None,None,None,NA
./folders\16476_LEVI-STRAUSS-&-CO_1973_2001_1\576492_5.pdf,16476,LEVI STRAUSS & CO,Levi Strauss & Co.,1973,None,None,None,NA
./folders\16477_LEAR-CORP_1997_2000_1\826243_1.pdf,16477,LEAR CORP,LEAR CORP *,2000,annual report,None,None,NA
./folders\16477_LEAR-CORP_1997_2000_1\826242_2.pdf,16477,LEAR CORP,LEAR CORP *,1999,None,None,None,NA
